station,day,max_temp_f,min_temp_f,max_dewpoint_f,min_dewpoint_f,precip_in,avg_wind_speed_kts,avg_wind_drct,min_rh,avg_rh,max_rh,snow_in,snowd_in,climo_high_f,climo_low_f,climo_precip_in
STJ,2024-03-11,73,40,38,31,0,12.773951,199.97925,24.72216,44.82634,65.0078,,,53,29.7,0.06
FYG,2024-03-11,69.8,30.2,33.8,26.6,,3.121951,210.88092,22.8601,54.746567,100,,,53.7,30.2,0.11
SET,2024-03-11,71,30,36,24,0,6.6911173,208.58241,19.249035,50.845592,81.7061,0,0,54.3,32.8,0.08
SIK,2024-03-11,,,,,,,,,,,,,57.2,37.2,0.16
VIH,2024-03-11,68,34,34,24,0,9.732533,202.69882,24.812849,42.231724,56.86149,,,54.4,33.4,0.09
RAW,2024-03-11,66.2,37.4,33.8,26.6,,7.5261326,225.03992,27.832342,47.313374,70.07997,,,55,32.4,0.1
POF,2024-03-11,64,33,40,31,0,5.995936,204.68236,38.148876,64.876396,92.32093,,,57,37.1,0.14
SGF,2024-03-11,67,36,35,27,0,8.950456,196.3078,26.916317,48.11154,72.642365,0,0,57.1,34.7,0.11
LRY,2024-03-11,69.8,35.6,37.4,30.2,,7.428571,212.48625,26.430773,49.752647,86.59301,,,53.5,32.7,0.09
CDJ,2024-03-11,71,40,38,29,0,9.298046,196.65082,26.307709,44.83521,62.044937,,,52,30.8,0.09
LBO,2024-03-11,,,,,,6.9575973,216.28662,,,,,,55.9,32.7,0.11
BBG,2024-03-11,66.2,37.4,32,23,,3.147735,221.57037,22.326693,37.661457,69.67099,,,56.6,35.9,0.11
MKC,2024-03-11,72,44,38,29,0,12.165668,200.75998,28.808254,40.944225,62.576954,,,54.7,34.5,0.07
COU,2024-03-11,69,37,35,25,0,10.080125,202.23425,25.27053,43.688923,64.24136,0,0,54.3,34,0.08
MAW,2024-03-11,66.2,35.6,37.4,32,0,6.671378,199.33463,27.832342,55.852173,86.59301,,,58.7,36.7,0.14
CGI,2024-03-11,65,28,40,26,0,6.169731,193.4327,39.511284,60.769043,88.48496,,,56.2,36,0.14
GPH,2024-03-11,69.8,35.6,35.6,28.4,,7.634146,200.9573,24.588013,46.33501,80.50772,,,52.7,29.5,0.08
SUS,2024-03-11,70,25,33,23,0,5.12696,226.0702,20.609222,55.27842,92.01039,0,0,55.5,32.9,0.1
PCD,2024-03-11,,,,,,,,,,,,,54.2,33.5,0.1
OZS,2024-03-11,66.2,41,30.2,23,,7.184669,214.3385,22.326693,36.927067,56.21711,,,57.2,35.5,0.09
EVU,2024-03-11,74.3,43.7,39.4,33,,12.878049,200.13109,25.26749,46.74733,72.11307,,,49.2,27.2,0.06
MBY,2024-03-11,69.8,41,32,23,,11.139373,212.22345,22.8601,39.01056,52.44812,,,51.9,31.9,0.09
GLY,2024-03-11,66.2,42.8,37.4,28.4,,8.79791,204.20395,29.918251,46.221794,61.031963,,,55.2,31.1,0.1
PCD,2024-03-12,,,,,,,,,,,,,54.6,33.7,0.09
LBO,2024-03-12,,,,,,8.614841,196.28952,,,,,,56.3,33.1,0.11
SUS,2024-03-12,75,34,43,30,0,6.6042194,203.38185,23.257568,46.015236,75.74727,0,0,55.9,33.2,0.11
MBY,2024-03-12,77,50,50,30.2,0.22,10.811847,201.41585,23.92609,41.993187,81.99482,,,52.3,32.3,0.1
MKC,2024-03-12,76,54,53,39,0,10.9491005,193.95016,39.895798,49.850212,60.72752,,,55.1,34.9,0.06
CGI,2024-03-12,69,34,47,32,0,7.125605,192.80753,38.789494,59.791656,85.23134,,,56.6,36.2,0.15
BBG,2024-03-12,73.4,50,46.4,32,,6.4891987,199.13878,30.770767,47.432644,71.64205,,,56.9,36.3,0.12
COU,2024-03-12,76,43,51,31,0.14,10.340817,184.65704,27.381897,47.01302,77.46588,0,0,54.7,34.3,0.1
OZS,2024-03-12,73.4,50,42.8,30.2,,8.940766,200.3183,26.707396,40.047928,57.51696,,,57.5,35.8,0.08
GLY,2024-03-12,75.2,50,51.8,35.6,,10.634147,188.34299,38.177532,51.981945,66.26783,,,55.6,31.4,0.09
EVU,2024-03-12,70,49.3,47,39.2,,7.4699645,188.40884,40.626667,57.05801,75.820015,,,49.7,27.6,0.07
MAW,2024-03-12,71.6,41,44.6,33.8,0,8.681979,200.4008,26.707396,53.536423,80.93028,,,59.1,37,0.14
GPH,2024-03-12,73.4,50,53.6,35.6,0.15,6.860627,188.46677,35.08565,52.164608,82.247574,,,53.2,29.9,0.08
CDJ,2024-03-12,72,50,54,36,0.6,7.4731956,191.08899,38.948692,56.683117,80.38208,,,52.4,31.2,0.08
TBN,2024-03-12,73.4,45,44,30,,8.666203,174.39275,23.921951,42.212154,64.13806,,,54.9,32,0.11
STL,2024-03-12,76,51,41,27,0,9.732533,194.7851,23.257568,36.467735,48.30477,0,0,55,35.4,0.1
AIZ,2024-03-12,75,40,44,31,0.0001,7.589833,183.13995,31.31741,47.667965,70.41501,,,57.5,35.8,0.08
FAM,2024-03-12,72,42,43,34,0,8.362117,186.41747,29.963615,50.666626,67.781975,,,56.2,33,0.11
MHL,2024-03-12,73.4,48.2,51.8,33.8,0.24,10.466899,196.20258,35.657234,54.996082,93.59724,,,52.2,31,0.1
HFJ,2024-03-12,71.6,48.2,50,35.6,,13.04878,187.32118,40.57114,53.662525,67.333206,,,56.2,34.7,0.12
TKX,2024-03-12,71.6,41,51.8,-40,,7.8083625,208.50522,0.957308,27.329445,93.59724,,,58.1,40.4,0.16
MYJ,2024-03-12,71.6,41,44.6,32,,9.9790945,191.24557,33.000496,51.045082,75.332146,,,52.5,30.4,0.1
JEF,2024-03-12,76,42,43,31,0.0001,7.0387077,159.37401,26.335354,42.90743,70.19222,0,0,56.2,33.4,0.08
MCI,2024-03-12,73,51,52,39,0,11.209793,196.51492,44.28716,57.387844,80.07423,0,0,53.9,32.3,0.06
UNO,2024-03-12,73,46,45,32,0,7.386298,195.4875,26.768814,45.613728,60.383842,,,57.5,34.8,0.13
IRK,2024-03-12,73,49,50,37,0.03,10.60151,204.94287,33.99657,52.195618,74.643394,,,50,29.2,0.08
DMO,2024-03-12,75,50,52,34,0.89,12.165668,192.95468,34.15459,48.195187,92.92053,,,53.7,33.3,0.08
HAE,2024-03-12,75.2,44.6,41,32,,8.606272,190.86824,23.659756,43.26736,61.275036,,,49.6,30.6,0.08
FWB,2024-03-12,73.4,48.2,48.2,32,,7.4982576,207.75117,30.770767,49.291595,66.04915,,,57.5,32.7,0.14
SZL,2024-03-12,75.6,45,52,33.3,0.67,14.510801,189.988,37.113655,52.999817,86.397125,,,53.2,30.7,0.08
SGF,2024-03-12,74,45,48,34,0.03,11.991872,184.8961,41.098576,54.64305,70.63551,0,0,57.5,35,0.11
VER,2024-03-12,94.5,-8.7,54.3,34.7,0.43,8.02439,184.94023,33.343292,54.745323,93.6562,,,53.1,32.1,0.08
LRY,2024-03-12,77,46.4,53.6,37.4,,9.526133,208.48445,33.851604,53.219357,70.67934,,,53.9,33,0.09
RCM,2024-03-12,73.4,48.2,51.8,33.8,0.15,10.374558,167.44745,37.892826,54.376602,87.649635,,,55.2,30.8,0.09
SIK,2024-03-12,,,,,,,,,,,,,57.6,37.5,0.17
SET,2024-03-12,76,35,42,32,0,6.95181,185.40057,22.34878,53.564804,88.825165,0,0,54.7,33.1,0.09
POF,2024-03-12,68,39,46,35,0,6.082834,202.4614,40.310017,60.875774,88.91966,,,57.4,37.3,0.15
VIH,2024-03-12,73,47,45,31,0,10.9491005,190.74286,31.31741,46.13201,65.38279,,,54.7,33.7,0.1
EZZ,2024-03-12,72.3,49.5,53.2,36.7,,9.770035,196.06943,42.093605,56.8361,84.847466,,,50.3,29.5,0.07
LXT,2024-03-12,76,52,55,38,0.03,13.208439,191.09084,42.354446,55.30523,72.32044,,,53.9,34,0.06
JLN,2024-03-12,75,53,52,37,0.12,16.51055,187.80176,39.581646,50.72561,74.832115,,,58.4,36.2,0.11
RAW,2024-03-12,73.4,44.6,46.4,32,,9.655052,202.49324,35.371956,49.969646,70.67934,,,55.4,32.7,0.09
STJ,2024-03-12,72,49,47,38,0,8.515967,192.21725,40.15108,53.584614,71.06976,,,53.4,30.1,0.05
FYG,2024-03-12,75.2,37.4,48.2,32,,3.554007,171.83672,27.259447,52.759216,100,,,54.1,30.5,0.1
JLN,2024-03-13,80,54,59,51,0,12.42636,184.20177,42.1853,67.027115,89.63511,,,58.7,36.5,0.1
EZZ,2024-03-13,71.2,43,55.8,44.6,0.25,7.759582,105.82535,52.263798,76.490074,100,,,50.7,29.9,0.07
SIK,2024-03-13,,,,,,,,,,,,,58,37.8,0.16
LRY,2024-03-13,78.8,42.8,59,39.2,,4.731707,188.6053,44.248478,61.64425,87.18501,,,54.3,33.4,0.09
SET,2024-03-13,79,47,56,43,0.0001,8.77666,163.7359,36.11084,58.349228,82.85773,0,0,55.1,33.4,0.09
FYG,2024-03-13,78.8,55.4,64.4,44.6,,4.2473497,141.36714,44.248478,64.655014,88.17534,,,54.5,30.9,0.12
VER,2024-03-13,94.5,-8.7,60.8,50.5,0.35,6.4181185,139.27802,52.196438,76.85351,99.26076,,,53.5,32.5,0.09
VIH,2024-03-13,79,52,58,45,0.02,9.906329,182.15466,43.439384,65.06397,86.2867,,,55.1,34,0.1
SGF,2024-03-13,80,52,60,50,0,11.644281,180.19135,42.031292,67.8074,86.2867,0,0,57.8,35.3,0.11
STJ,2024-03-13,75,37,54,36,1.53,7.0387077,61.831738,37.011192,66.81857,92.42049,,,53.9,30.5,0.06
RCM,2024-03-13,75.2,44.6,57.2,41,,5.4181185,136.90173,42.852592,70.24257,100,,,55.6,31.1,0.09
RAW,2024-03-13,78.8,46.4,55.4,44.6,,6.3414636,196.7718,36.224678,66.99914,100,,,55.8,33,0.09
LXT,2024-03-13,76,46,59,42,0.0001,6.6911173,138.34053,43.97764,65.79234,82.64991,,,54.3,34.4,0.07
POF,2024-03-13,77,46,60,44,0,7.907684,200.17978,55.61667,70.164955,92.707954,,,57.7,37.6,0.15
CDJ,2024-03-13,72,43,54,42,1.35,4.605574,100.64324,51.03297,76.015236,96.32496,,,52.9,31.6,0.09
PCD,2024-03-13,,,,,,,,,,,,,55,34,0.1
EVU,2024-03-13,75,43,56.5,40.3,0.37,5.651568,91.917984,40.116566,70.12357,96.80415,,,50.2,28,0.06
COU,2024-03-13,76,49,58,48,0.22,7.994581,161.74692,49.627598,73.49113,96.38759,0,0,55.1,34.6,0.09
SUS,2024-03-13,78,46,57,43,0.01,5.6483455,174.80028,40.05229,60.279743,89.28615,0,0,56.2,33.5,0.11
MKC,2024-03-13,76,46,57,44,1.51,5.4745502,88.114395,38.42961,71.38668,100,,,55.5,35.2,0.07
BBG,2024-03-13,78.8,53.6,59,46.4,,6.7108016,186.59851,39.024536,69.22242,88.00381,,,57.3,36.6,0.13
MBY,2024-03-13,73.4,42.8,51.8,41,0.01,5.6027875,127.546616,38.177532,67.8945,93.548386,,,52.8,32.6,0.1
MAW,2024-03-13,78.8,51.8,59,44.6,0,9.696864,196.74286,50.16813,66.614174,87.5587,,,59.5,37.3,0.14
LBO,2024-03-13,,,,,,9.118467,191.74554,,,,,,56.6,33.4,0.11
OZS,2024-03-13,78.8,53.6,55.4,42.8,0.15,7.759582,186.87366,31.616882,62.656067,93.59724,,,57.9,36.1,0.09
CGI,2024-03-13,77,47,61,42,0,7.386298,185.50421,57.637775,69.58838,82.64991,,,56.9,36.5,0.15
GLY,2024-03-13,80.6,50,60.8,50,,6.8745646,182.50168,41.971546,69.17877,100,,,56,31.8,0.1
GPH,2024-03-13,71.6,37.4,59,33.8,1.18,3.696113,98.71003,43.13465,73.71814,100,,,53.6,30.2,0.07
MYJ,2024-03-13,73.4,46.4,55.4,46.4,0.05,8.090592,176.5929,46.707855,74.14343,100,,,53,30.7,0.1
HAE,2024-03-13,73.4,53.6,53.6,35.6,,4.7630663,163.26906,34.2207,53.02536,71.64205,,,50.1,31,0.08
STL,2024-03-13,80,53,56,43,0.0001,8.081479,164.86525,36.267414,52.73613,71.49519,0,0,55.4,35.8,0.11
MCI,2024-03-13,73,43,57,47,1.01,5.995936,98.219666,42.510735,75.33096,96.38759,0,0,54.3,32.6,0.08
IRK,2024-03-13,72,40,53,41,0.32,5.6483455,119.89963,45.80888,70.18827,100,,,50.5,29.6,0.08
FAM,2024-03-13,79,51,57,43,0,7.9951253,170.86552,43.439384,61.94655,74.162834,,,56.6,33.4,0.12
MHL,2024-03-13,71.6,46.4,59,46.4,0.11,5.303887,127.480644,52.772587,78.463486,100,,,52.6,31.4,0.09
DMO,2024-03-13,77,50,59,49,0.0001,7.7338886,154.35886,50.88588,72.902695,100,,,54.1,33.6,0.07
UNO,2024-03-13,80,47,57,42,0,7.5600934,182.3184,35.096558,60.005764,79.59934,,,57.8,35.1,0.14
TKX,2024-03-13,78.8,51.8,66.2,-38.2,,9.456446,202.00212,1.0146472,28.619162,100,,,58.5,40.7,0.16
JEF,2024-03-13,78,54,62,50,0.27,6.6911173,144.52731,49.775276,68.31607,92.95015,0,0,56.6,33.7,0.09
SZL,2024-03-13,77.5,46,59.4,44,0.08,7.4745646,158.0083,46.992546,68.86757,93.789505,,,53.6,31.1,0.09
TBN,2024-03-13,81,48,57.4,44.6,0.08,8.404878,167.1279,34.98721,62.095062,88.573456,,,55.3,32.3,0.12
AIZ,2024-03-13,81,52,59,44.6,0.0001,7.100975,174.77634,40.208393,69.11109,96.403,,,57.9,36.1,0.09
FWB,2024-03-13,80.6,59,59,48.2,,7.0174217,187.00636,41.69411,66.64329,82.61721,,,57.8,33,0.15
HFJ,2024-03-13,77,53.6,59,48.2,,11.402827,178.80643,44.248478,71.190674,93.64554,,,56.5,35,0.11
MCI,2024-03-14,66,50,56,46,0.04,9.819431,31.767982,69.92407,86.74018,96.403,0,0,54.7,33,0.07
STL,2024-03-14,80,53,61,51,0.66,10.25392,192.73447,52.191093,70.11437,89.926926,0,0,55.8,36.1,0.11
MHL,2024-03-14,69.8,50,62.6,44.6,0.01,10.261324,12.673764,72.01491,83.7904,100,,,53,31.7,0.1
FAM,2024-03-14,81,58,64.4,54,0,10.084958,190.84764,56.027626,76.6109,89.76167,,,57,33.7,0.11
FWB,2024-03-14,78.8,57.2,64.4,55.4,,5.6271777,202.61504,57.362946,84.565056,100,,,58.2,33.3,0.14
TBN,2024-03-14,81,55.2,61.7,50,0.15,7.9365854,187.27841,43.694447,74.90365,92.98838,,,55.7,32.6,0.13
MYJ,2024-03-14,71.6,48.2,62.6,44.6,0.38,11.031359,29.434359,68.74948,85.554596,100,,,53.4,31.1,0.1
UNO,2024-03-14,82,58,61,50,0.68,8.863558,206.32057,43.89786,70.28974,89.88598,,,58.2,35.4,0.14
IRK,2024-03-14,67,47,55,42,0.95,10.514612,23.821753,65.33343,85.03244,100,,,51,29.9,0.08
AIZ,2024-03-14,79,55,62,53,,6.650418,191.57008,53.939552,82.384415,100,,,58.3,36.4,0.09
DMO,2024-03-14,77,52,63,48,0.46,10.862203,281.03226,61.874687,78.10761,100,,,54.5,33.9,0.08
TKX,2024-03-14,78.8,60.8,78.8,60.8,,10.114983,202.23984,93.924324,99.82888,100,,,58.8,41,0.16
HAE,2024-03-14,69.8,48.2,59,42.8,0.62,8.219081,200.77034,56.382633,75.97738,93.64554,,,50.5,31.4,0.09
SZL,2024-03-14,76.5,53,63,48.2,0.0001,11.218816,356.14664,59.723198,77.435715,93.693306,,,54.1,31.5,0.08
JEF,2024-03-14,78,54,64.4,50,1.01,8.602865,176.65541,57.771458,75.23186,87.7396,0,0,57,34.1,0.09
HFJ,2024-03-14,77,55.4,62.6,51.8,0.36,10.397213,190.28214,57.362946,82.027725,100,,,56.8,35.3,0.12
RAW,2024-03-14,77,55.4,60.8,51.8,,8.090592,195.11026,50.43159,82.00487,100,,,56.2,33.3,0.09
JLN,2024-03-14,79,54,62,51,0.0001,11.296691,201.33772,55.89117,69.87242,83.26271,,,59.1,36.8,0.1
EZZ,2024-03-14,63,49.5,56.5,46.8,0.48,10.20209,32.845734,74.80125,91.85637,100,,,51.2,30.3,0.07
SGF,2024-03-14,78,53,64,52,0.15,10.080125,181.90286,59.852634,82.529785,96.43353,0,0,58.2,35.6,0.11
VIH,2024-03-14,79,53,63,51,0.26,11.035998,197.86763,51.47113,77.117966,100,,,55.5,34.3,0.11
POF,2024-03-14,78,61,64,52,0.21,10.9491005,206.82457,52.80147,73.145096,83.90756,,,58.1,37.9,0.16
STJ,2024-03-14,63,51,56,45,0.62,8.77666,8.158261,72.32044,85.179695,100,,,54.4,30.9,0.06
SIK,2024-03-14,,,,,,,,,,,,,58.4,38.1,0.17
VER,2024-03-14,94.5,-8.7,64.6,48,0.21,9.505226,8.411321,63.493763,81.25877,97.84275,,,54,32.9,0.08
FYG,2024-03-14,78.8,57.2,66.2,57.2,,5.759582,150.87477,57.603676,86.65112,100,,,54.9,31.3,0.11
SET,2024-03-14,78,51,64,48,0.48,10.080125,184.5136,59.723198,76.73397,89.926926,0,0,55.5,33.7,0.1
RCM,2024-03-14,73.4,50,60.8,48.2,0.22,7.756098,341.04187,56.630344,77.94668,100,,,56,31.4,0.09
LXT,2024-03-14,73,53,60,48,0.18,9.993227,12.546104,58.39888,76.21311,92.92053,,,54.7,34.7,0.08
LRY,2024-03-14,75.2,53.6,62.6,50,0.05,7.487805,318.66663,53.289276,74.82215,93.64554,,,54.7,33.7,0.1
OZS,2024-03-14,77,53.6,59,50,0.34,8.205575,198.61331,47.251026,77.35577,100,,,58.3,36.4,0.09
CDJ,2024-03-14,67,51,60,31,0.35,7.0387077,34.556286,30.209482,72.84526,100,,,53.3,31.9,0.09
COU,2024-03-14,78,50,63,47,0.18,10.340817,150.36444,59.723198,81.78141,93.59724,0,0,55.5,35,0.09
GPH,2024-03-14,68,51.8,68,44.6,1.06,7.2160277,25.005857,63.37586,88.985245,100,,,54.1,30.6,0.08
EVU,2024-03-14,60.8,48.4,57,44.8,0.24,9.616725,25.686447,85.1046,93.251526,100,,,50.7,28.4,0.07
MAW,2024-03-14,78.8,60.8,64.4,55.4,0.06,12.916376,198.61288,57.603676,75.37267,93.78725,,,59.8,37.6,0.15
SUS,2024-03-14,80,53,62,54,0.84,7.646991,192.7348,54.079453,76.65805,100,0,0,56.6,33.8,0.1
LBO,2024-03-14,,,,,0.1,8.578397,197.78279,,,,,,57,33.7,0.1
MKC,2024-03-14,70,53,58,47,0.02,7.386298,5.075262,60.597298,82.899994,100,,,55.9,35.6,0.06
GLY,2024-03-14,77,55.4,64.4,51.8,0.51,8.243902,215.30945,57.362946,80.23665,100,,,56.3,32.1,0.1
MBY,2024-03-14,69.8,50,59,41,1.35,10.909408,9.414502,59.255783,75.79529,93.59724,,,53.2,33,0.1
BBG,2024-03-14,78.8,57.2,62.6,55.4,,5.0745645,193.89351,50.693428,79.87948,100,,,57.6,36.9,0.15
PCD,2024-03-14,77.7,56,64.6,54.7,0.08,10.289199,211.39789,63.81342,77.58674,95.38567,,,55.4,34.3,0.11
CGI,2024-03-14,77,61,66,54,0.03,13.121541,197.51237,58.801956,77.63493,93.236496,,,57.3,36.7,0.16
SUS,2024-03-15,62,37,47,33,0,7.386298,6.294313,34.772163,68.47783,88.87256,0,0,57,34.1,0.12
MAW,2024-03-15,64.4,44.6,59,42.8,0.12,8.484321,348.96222,59.013016,78.71678,93.74054,,,60.2,37.8,0.15
MBY,2024-03-15,62.6,42.8,41,30.2,,7.285714,4.753774,31.56477,56.822525,81.33983,,,53.6,33.4,0.11
CDJ,2024-03-15,64,42,45,33,0,3.9972906,356.06866,33.563076,63.687572,100,,,53.7,32.3,0.1
LBO,2024-03-15,,,,,,8.641115,10.424101,,,,,,57.4,34,0.11
BBG,2024-03-15,60.8,42.8,59,33.8,,5.7770033,348.97534,47.44266,80.749084,100,,,58,37.2,0.14
CGI,2024-03-15,65,38,57,38,0,9.906329,347.80768,54.993637,78.03147,96.46368,,,57.7,37,0.15
GPH,2024-03-15,62.6,41,44.6,26.6,,5.327526,7.7386456,29.346567,55.965977,81.33983,,,54.5,31,0.08
EVU,2024-03-15,60.8,40.3,44.8,35.4,,6.738676,329.9791,43.984726,67.87527,87.577095,,,51.2,28.7,0.07
MKC,2024-03-15,65,46,45,31,0,5.995936,5.217948,28.860294,53.800842,76.9423,,,56.3,35.9,0.06
GLY,2024-03-15,62.6,42.8,51.8,35.6,,8.905923,23.197596,36.45187,63.42687,87.5587,,,56.7,32.4,0.11
OZS,2024-03-15,60.8,46.4,53.6,30.2,,7.226481,9.152755,31.275167,59.273663,93.64554,,,58.7,36.7,0.09
PCD,2024-03-15,60.3,40.3,56.7,37,,7.7108016,350.24796,50.39377,79.92048,97.50646,,,55.8,34.5,0.11
COU,2024-03-15,63,45,46,34,0,9.037353,9.350321,34.934223,62.164593,89.15083,0,0,55.9,35.3,0.09
UNO,2024-03-15,63,41,56,34,0,7.646991,357.01184,37.664444,69.32131,89.67755,,,58.6,35.7,0.15
HAE,2024-03-15,60.8,41,42.8,32,,5.4805655,347.69888,33.639145,58.596844,87.08903,,,51,31.7,0.08
MYJ,2024-03-15,60.8,39.2,44.6,33.8,,8.003485,0.4481134,38.55561,69.313866,93.398476,,,53.8,31.4,0.1
AIZ,2024-03-15,63,41,53,32,,5.581476,12.904847,32.239857,63.023495,92.95015,,,58.7,36.7,0.09
JEF,2024-03-15,64,42,47,31,0,5.9090385,7.9413776,28.860294,59.80013,79.75942,0,0,57.4,34.4,0.09
FWB,2024-03-15,62.6,48.2,57.2,30.2,0.01,6.9407663,12.910728,33.639145,71.95093,100,,,58.6,33.6,0.15
IRK,2024-03-15,62,39,42,32,0,6.6042194,346.16153,33.401276,64.65081,92.45325,,,51.4,30.3,0.09
TKX,2024-03-15,62.6,46.4,62.6,41,,8.132404,350.31943,62.22776,93.39548,100,,,59.1,41.3,0.16
HFJ,2024-03-15,60.8,46.4,57.2,33.8,,7.857143,8.308586,36.160248,72.54619,100,,,57.2,35.6,0.13
DMO,2024-03-15,64,45,46,34,0,8.255275,15.360855,34.934223,57.61706,82.509346,,,54.9,34.2,0.08
TBN,2024-03-15,62.6,44.8,55.4,30,0.0001,7.441812,350.5083,32.866486,64.44986,93.693306,,,56.1,32.9,0.14
FAM,2024-03-15,60,40,56,34,0.31,6.165738,357.72693,40.445446,75.15554,100,,,57.4,34,0.13
MHL,2024-03-15,59,42.8,44.6,35.6,,7.0174217,10.3198395,41.420784,64.332794,87.08903,,,53.5,32,0.1
MCI,2024-03-15,63,45,46,34,0,7.994581,6.111711,36.354786,60.231247,86.06188,0,0,55.2,33.3,0.08
STL,2024-03-15,63,47,48,33,0,8.950456,0.78665245,35.095963,60.255894,80.07423,0,0,56.2,36.4,0.11
SZL,2024-03-15,62.6,42,45.3,34.5,,7.6585364,21.027342,36.018055,62.595703,85.59587,,,54.5,31.9,0.1
RAW,2024-03-15,60.8,42.8,51.8,32,,8.623693,34.828487,33.639145,63.346436,93.59724,,,56.6,33.6,0.09
SIK,2024-03-15,,,,,,,,,,,,,58.7,38.4,0.16
RCM,2024-03-15,60.8,42.8,46.4,32,,5.815331,4.1893754,33.639145,59.102417,87.08903,,,56.4,31.7,0.1
VIH,2024-03-15,61,38,56,33,0.01,7.994581,3.3545942,36.192703,68.79032,96.44865,,,55.9,34.6,0.1
EZZ,2024-03-15,61.5,41.4,45.7,32.4,,8.146341,356.99606,34.429165,64.56734,95.498604,,,51.7,30.7,0.08
JLN,2024-03-15,64,44,51,34,0,9.298046,20.24771,33.885803,60.5641,86.2867,,,59.5,37.1,0.11
LRY,2024-03-15,64.4,44.6,50,32,,6.8675957,38.1633,29.632732,56.071964,87.5587,,,55.1,34,0.09
FYG,2024-03-15,62.6,41,57.2,33.8,,4.6829267,338.44046,33.930405,71.17485,100,,,55.3,31.7,0.11
VER,2024-03-15,94.5,-8.7,47,36.5,,6.9721255,5.762541,37.245712,63.462593,90.534454,,,54.4,33.2,0.1
STJ,2024-03-15,62,42,44,37,0,7.386298,348.30194,40.76789,62.639168,82.438446,,,54.8,31.2,0.07
SGF,2024-03-15,63,42,57,33,0,9.12425,11.139667,34.772163,66.5083,93.0668,0,0,58.5,35.9,0.11
SET,2024-03-15,63,40,47,34,0,8.4290695,10.666074,36.192703,63.90256,86.11859,0,0,56,34,0.09
LXT,2024-03-15,65,46,46,31,0,7.994581,16.191542,32.40092,52.998066,76.9423,,,55.1,35.1,0.07
POF,2024-03-15,63,44,57,40,0.01,6.8649125,353.05612,49.538483,74.85287,93.03791,,,58.5,38.1,0.15
RCM,2024-03-16,66.2,35.6,41,26.6,,6.4947734,257.84344,29.918251,56.353264,93.13691,,,56.9,32.1,0.1
POF,2024-03-16,68,38,49,36,0,5.7352433,211.09935,45.037247,69.36597,89.05922,,,58.9,38.4,0.16
RAW,2024-03-16,66.2,37.4,41,28.4,,6.020906,294.49704,29.918251,60.64401,100,,,57,33.9,0.1
JLN,2024-03-16,67,37,41,34,0,4.8662667,280.0991,34.934223,56.174206,88.77747,,,59.8,37.4,0.11
VIH,2024-03-16,66,34,39,32,0,9.298046,259.9386,32.882504,56.591663,85.23134,,,56.3,34.9,0.12
SGF,2024-03-16,65,37,42,33,0,6.082834,259.21643,36.677902,58.80786,82.07766,0,0,58.9,36.2,0.12
VER,2024-03-16,94.5,-8.7,43,31.3,,6.958188,271.40356,38.43267,60.294777,92.143906,,,54.8,33.6,0.09
FYG,2024-03-16,68,33.8,44.6,32,,5.2543554,274.77756,34.51001,67.68083,100,,,55.7,32,0.12
EZZ,2024-03-16,62,40.5,41,23,,11.665505,284.5361,27.290516,57.39058,86.87194,,,52.2,31,0.08
SET,2024-03-16,68,35,40,28,0,9.211148,275.75076,31.762766,57.692257,92.45325,0,0,56.4,34.3,0.1
LRY,2024-03-16,69.8,37.4,41,26.6,,5.8118467,310.90268,26.430773,55.989895,93.13691,,,55.5,34.4,0.1
LXT,2024-03-16,67,45,39,24,0,9.471841,281.19263,32.914146,47.33152,68.13375,,,55.5,35.4,0.07
SIK,2024-03-16,,,,,,,,,,,,,59.1,38.6,0.17
STJ,2024-03-16,64,39,39,24,0,10.514612,297.4579,24.048656,55.63455,88.91966,,,55.3,31.6,0.07
COU,2024-03-16,66,42,40,29,0,10.080125,269.24323,36.838936,53.63426,79.191154,0,0,56.3,35.6,0.1
CGI,2024-03-16,67,33,47,33,0,4.8662667,230.3873,43.038216,72.674484,100,,,58,37.2,0.16
SUS,2024-03-16,68,34,41,30,0,7.820786,263.70523,33.042492,61.16562,96.109825,0,0,57.4,34.4,0.11
MKC,2024-03-16,68,44,41,25,0,7.994581,278.5926,32.7512,51.90459,85.77325,,,56.7,36.3,0.07
BBG,2024-03-16,68,39.2,41,32,,2.5505226,283.11032,28.113888,55.09297,93.19044,,,58.4,37.6,0.16
LBO,2024-03-16,64.4,53.6,44.6,42.8,,5.240418,262.94205,45.322765,51.658356,66.91259,,,57.7,34.3,0.11
OZS,2024-03-16,64.4,41,37.4,26.6,,7.108014,273.80655,29.632732,47.886486,70.28162,,,59,37.1,0.09
MBY,2024-03-16,64.4,41,37.4,26.6,,11.707317,270.13922,31.56477,50.703053,75.50444,,,54,33.7,0.1
MAW,2024-03-16,68,41,50,35.6,0,5.087108,230.90749,34.2207,69.52891,93.398476,,,60.6,38.1,0.14
GPH,2024-03-16,64.4,35.6,41,23,,6.56446,297.74564,26.984823,53.221153,93.13691,,,55,31.3,0.07
EVU,2024-03-16,61,42,41,25,,10.749129,291.95355,25.613438,56.557064,82.45266,,,51.6,29.1,0.08
PCD,2024-03-16,69.6,32,43.3,31.5,,6.434629,270.7101,27.382452,63.445427,98.00669,,,56.3,34.8,0.11
